53.580567,10.0153251,Hans-Henny-Jahnn-Weg 32,Arthur Cohn,""
53.5878352,9.9865604,Woldsenweg 6,Arthur Hauptmann,""
53.570085,9.981337,Rappstraße 8,Arthur Herz,""
,,Fritz-Schumacher-Allee 33,Arthur Koß,""
53.55124,9.959368,Schmuckstraße 6 (ggü. Nr. 5),Arthur Krebs,""
53.5694965,9.9858435,Bieberstraße 9,Arthur Meier,""
53.5719117,9.9859199,Hallerplatz 10,Arthur Nissensohn,""
53.5743058,9.9606004,Osterstraße 20,Arthur Prager,""
53.5797712,9.9791940,Isestraße 27,Arthur Schuster,""
53.570733,9.998697,Moorweidenstraße 22,Arthur Steindecker,""
53.5691167,9.9836093,Grindelhof 43,Artur Schickler,""
53.5808304,9.9807288,Isestraße 37,Artur Toczek,""
53.5687307,9.9835758,Grindelhof 30,Artur Toczek,""
53.5687239,9.9835723,Grindelhof 30,Asriel Brager,""
53.5548121,10.0126514,Hansaplatz 13,August Haucke,""
53.5540000,9.9854264,ABC-Straße 38,August Hünfeld,""
53.5557004,9.9427490,Max-Brauer-Allee 89,August Lütgens,""
,,Ruststraße 11,August Mondry,""
53.5565935,9.9495173,Karl-Wolff-Straße 3,August Postler,""
53.5326394,10.0393832,Stresowstraße 62,August Postler,""
,,Kapellenweg 15,August Quest,""
53.5532850,9.9828279,Neustädter Straße 31,August Schlösser,""
53.5506136,9.9926625,Rathausmarkt 1,August Schmidt,""
53.5834489,10.0164511,Geibelstraße 24,August Schmidt,""
53.5712306,9.9801719,Rutschbahn 11,Augusta Szpigiel,""
53.556104,9.848134,Söbendieken 8,Auguste Elisabeth Heymann geb. Eichenberg,""
53.5772825,9.9590602,Am Weiher 14,Auguste Freudenberg,""
53.6371308,10.0302280,Kurzer Kamp 6,Auguste Friedburg,""
53.5818738,9.9822543,Isestraße 53,Auguste Lichtenhayn   geb. Israel,""
53.5784467,10.0039214,Bellevue 34,Auguste Peine   geb. Graf,""
53.547669,9.996711,Brandstwiete 4,Auguste Peine   geb. Kahn,""
53.5818714,9.9822516,Isestraße 53,Auguste Pollak   geb. Schreiber,""
53.570085,9.981337,Rappstraße 8,Auguste Schloss,""
53.5523204,10.0281714,Anckelmannstraße,Auguste Schröder,""
53.5730595,10.0344904,Richardstraße 1,Auguste Schumacher geb. Braunschweiger,""
53.5649723,9.9911056,Feldbrunnenstraße 18,Auguste Wagner,""
53.5684218,9.9802364,Grindelallee 126,Aurelia Lasdun geb. Kaplan,""
53.5801047,9.9680814,Eppendorfer Weg 172,Aurelie Lefebre   geb. Lewinsky,""
53.5877488,9.9871788,Woldsenweg 9,Aurelie Levinson   geb. Ross,""
53.5527487,10.0472399,Hammer Weg 33,Babette Löw,""
53.6371315,10.0302241,Kurzer Kamp 6,Balbine Meyer geb. Strelitz,""
53.5481148,10.0229237,Hammerbrookstraße 47,Balthasar Brand,""
53.5841418,9.9882621,Oderfelder Straße 21,Baszion Hirsch   geb. Fliess,""
,,Eppendorfer Weg 223,Baszion Lazarus,""
53.5498769,9.9797041,Großneumarkt 38,Beate Ruben,""
53.576979,9.970176,Bismarckstraße 90,Beatrice Levy,""
53.5666106,9.9802081,Rentzelstraße 10,Beatrix Löwenthal,""
53.577644,9.992252,Oberstraße 134,Bedricht Meissl,""
53.5679120,9.9795448,Martin-Luther-King-Platz 3,Bela Anschlawski,""
53.5721947,9.9735418,Kielortallee 22,Bela Brager,""
53.5696879,9.9786469,Sedanstraße 21,Bela Feilmann,""
53.547669,9.996711,Brandstwiete 4,Bela Levy,""
53.5647237,9.9866908,Schlüterstraße 5,Bela Mansfeldt,""
53.5671888,9.9659150,Agathenstraße 3,Bela Meier,""
53.4903093,10.2100354,Ernst-Mantius-Straße 5,Bela Meier,""
53.5503319,9.9808117,Großneumarkt 56,Bela Neumann,""
53.5714634,9.9809441,Heinrich-Barth-Straße 19,Bela Reha Wagener,""
53.5657516,9.9813307,Durchschnitt 8,Bella Aron,""
53.5812035,9.9812854,Isestraße 43,Bella Freimuth   geb. Schur,""
53.5688388,9.9799453,Grindelallee 134,Bella Hirsch geb. Mendel,""
53.5697680,9.9829957,Rappstraße 15,Bella Hirsch geb. Mendel,""
53.5639236,9.9906781,Moorweidenstraße 15,Bella Hutner,""
53.5942752,9.9649287,Brunsberg 9,Bella Josias geb. Lippmann,""
53.5709049,9.9851431,Grindelhof 68,Bella Philip geb. Aron,""
53.5491790,10.0142642,Rosenallee 11,Bella Spanier,""
53.5725362,9.9612401,Tegetthoffstraße 9,Bella Spanier,""
53.5596967,10.0361584,Hinrichsenstraße 29,Bella Speyer geb. Heckscher,""
53.5684512,9.9813388,Bornstraße 22,Bella Wolff geb. Salomon,""
53.5598427,9.9633726,Lerchenstraße 115,Benjamin Benno Engländer,""
53.4579668,9.9859165,Rieckhoffstraße 5,Benjamin Findling,""
53.5671888,9.9659150,Agathenstraße 3,Benjamin Goldberger,""
